order,movie,year,actor,character,rank
9,Capitão América 2: O Soldado Invernal,2014,Martin Cremer,Shield Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Layla Cushman,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Rydell Danzie,SHIELD Strike Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Adrian Denzel,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Rick Dremann,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Carmen Gangale,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,JoAnna Leigh Gerondale,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Henry Goodman,Dr. List,10
9,Capitão América 2: O Soldado Invernal,2014,Carmen Dee Harris,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,Brian Hartong,S.H.I.E.L.D. Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Nate Hatton,DC Businessman,10
9,Capitão América 2: O Soldado Invernal,2014,Ray Hodge,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,James Howard,Smithsonian Guard,10
9,Capitão América 2: O Soldado Invernal,2014,Chris Jameson,DC Businessman,10
9,Capitão América 2: O Soldado Invernal,2014,Robert E. Kerr,Shield Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Kevin Kissig,Shield Strike Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Jason Klingensmith,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Sharyn Kmieciak,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,Thomas Kretschmann,Baron Wolfgang von Strucker,10
9,Capitão América 2: O Soldado Invernal,2014,Annette Lawless,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,James Lewis,Smithsonian Museum Visitor,10
9,Capitão América 2: O Soldado Invernal,2014,Phil Mallon,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Katana Martinez,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Johanna McGinley,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Neal McNeil,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Brett R. Miller,SHIELD Strike Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Sue Danna Myer,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,Paul Nandzik,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,Elizabeth Olsen,Wanda Maximoff,10
9,Capitão América 2: O Soldado Invernal,2014,Edward Pfeifer,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,Paul J. Porter,SHIELD Strike Agent,10
9,Capitão América 2: O Soldado Invernal,2014,LaTrallo Presley,DC Construction Worker,10
9,Capitão América 2: O Soldado Invernal,2014,Kristina Randjelovic,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Martin Reese,Shield Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Brent Reichert,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Vincent Riviezzo,DC Businessman,10
9,Capitão América 2: O Soldado Invernal,2014,Lynda Santa,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Melissa Santiago,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,Jason G. Sarris,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Robert B. Schneider IV,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Tom Shafer,Mall Patron,10
9,Capitão América 2: O Soldado Invernal,2014,Michael Simpson Jr.,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Matthew Skomo,SHIELD Strike Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Kevin Slone,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Patrick Michael Strange,DC Businessman,10
9,Capitão América 2: O Soldado Invernal,2014,Derek Talib,Shield Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Aaron Taylor-Johnson,Pietro Maximoff,10
9,Capitão América 2: O Soldado Invernal,2014,Robert P. Thitoff,SHIELD Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Nicole Tubbs,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Jason L. Wang,DC Pedestrian,10
9,Capitão América 2: O Soldado Invernal,2014,Travis Wong,SHIELD Strike Agent,10
9,Capitão América 2: O Soldado Invernal,2014,Mitchell Yee,Hydra Soldier,10
10,Guardiões da Galáxia,2014,Chris Pratt,Peter Quill,10
10,Guardiões da Galáxia,2014,Zoe Saldana,Gamora,10
10,Guardiões da Galáxia,2014,Dave Bautista,Drax,10
10,Guardiões da Galáxia,2014,Vin Diesel,Groot,10
10,Guardiões da Galáxia,2014,Bradley Cooper,Rocket,10
10,Guardiões da Galáxia,2014,Lee Pace,Ronan,10
10,Guardiões da Galáxia,2014,Michael Rooker,Yondu Udonta,10
10,Guardiões da Galáxia,2014,Karen Gillan,Nebula,10
10,Guardiões da Galáxia,2014,Djimon Hounsou,Korath,10
10,Guardiões da Galáxia,2014,John C. Reilly,Corpsman Dey,10
10,Guardiões da Galáxia,2014,Glenn Close,Nova Prime,10
10,Guardiões da Galáxia,2014,Benicio Del Toro,The Collector,10
10,Guardiões da Galáxia,2014,Laura Haddock,Meredith Quill,10
10,Guardiões da Galáxia,2014,Sean Gunn,Kraglin,10
10,Guardiões da Galáxia,2014,Peter Serafinowicz,Denarian Saal,10
10,Guardiões da Galáxia,2014,Christopher Fairbank,The Broker,10
10,Guardiões da Galáxia,2014,Krystian Godlewski,On Set Groot,10
10,Guardiões da Galáxia,2014,Wyatt Oleff,Young Quill,10
10,Guardiões da Galáxia,2014,Gregg Henry,Grandpa,10
10,Guardiões da Galáxia,2014,Stan Lee,Xandarian Ladies' Man,10
10,Guardiões da Galáxia,2014,Alexis Denisof,The Other,10
10,Guardiões da Galáxia,2014,Ophelia Lovibond,Carina,10
10,Guardiões da Galáxia,2014,Fred,Cosmo the Space Dog,10
10,Guardiões da Galáxia,2014,James Gunn,Maskless Sakaaran,10
10,Guardiões da Galáxia,2014,Douglas Robson,Maskless Sakaaran,10
10,Guardiões da Galáxia,2014,Raed Abbas,Ravager,10
10,Guardiões da Galáxia,2014,Josh Brolin,Thanos,10
10,Guardiões da Galáxia,2014,Seth Green,Howard the Duck,10
10,Guardiões da Galáxia,2014,Jonathan Lipow,Sakaarans,10
10,Guardiões da Galáxia,2014,Serhat Metin,Nova Corps Officer,10
11,Agente Carter,2015,Hayley Atwell,Peggy Carter,18
11,Agente Carter,2015,James D'Arcy,Edwin Jarvis,18
11,Agente Carter,2015,Enver Gjokaj,Daniel Sousa,18
11,Agente Carter,2015,Chad Michael Murray,Jack Thompson,14
11,Agente Carter,2015,Wynn Everett,Whitney Frost,10
11,Agente Carter,2015,Reggie Austin,Jason Wilkes,10
11,Agente Carter,2015,Bridget Regan,Dottie Underwood,10
11,Agente Carter,2015,Lesley Boone,Rose,9
11,Agente Carter,2015,Shea Whigham,Roger Dooley,7
11,Agente Carter,2015,Lyndsy Fonseca,Angie Martinelli,7
11,Agente Carter,2015,Currie Graham,Calvin Chadwick,7
11,Agente Carter,2015,Lotte Verbeek,Ana Jarvis,7
11,Agente Carter,2015,Kurtwood Smith,Vernon Masters,7
11,Agente Carter,2015,Dominic Cooper,Howard Stark,5
11,Agente Carter,2015,Matt Braunger,Dr. Samberly,5
11,Agente Carter,2015,Ken Marino,Joseph Manfredi,5
11,Agente Carter,2015,Rey Valentin,Agent Vega,5
11,Agente Carter,2015,Alexander Carroll,Agent Yauch,5
11,Agente Carter,2015,Ralph Brown,Dr. Ivchenko,4
11,Agente Carter,2015,Ray Wise,Hugh Jones,4
11,Agente Carter,2015,Meagen Fay,Miriam Fry,4
11,Agente Carter,2015,Kyle Bornheimer,Ray Krzeminski,3
11,Agente Carter,2015,Chris Browning,Rufus,3
11,Agente Carter,2015,Sarah Bolger,Violet,3
11,Agente Carter,2015,Walker Roach,Captain America (Radio Actor),3
11,Agente Carter,2015,Tom Choi,Dr. Chung,2
11,Agente Carter,2015,James Frain,Leet Brannis,2
11,Agente Carter,2015,Max Brown,Michael Carter,2
11,Agente Carter,2015,James Landry Hébert,Sasha Demidov,2
11,Agente Carter,2015,Casey Sander,Thomas Gloucester,2
11,Agente Carter,2015,Devin Ratray,Sheldon McFee,2
11,Agente Carter,2015,James Urbaniak,Miles Van Ert,2
11,Agente Carter,2015,Randy Sklar,Director Kenneth,2
11,Agente Carter,2015,Kevin Cotteleer,Alex Doobin,2
11,Agente Carter,2015,Patrick Robert Smith,Agent Butch Wallace,2
11,Agente Carter,2015,Erin Torpey,Betty Carver (Radio Actor),2
11,Agente Carter,2015,Chris Coppola,Hank,2
11,Agente Carter,2015,Benita Robledo,Carol,2
11,Agente Carter,2015,Kevin Ashworth,Agent Fisher,2
11,Agente Carter,2015,Russell Edge,Agent Blackwell,2
11,Agente Carter,2015,Neal McDonough,Dum-Dum Dugan,1
11,Agente Carter,2015,Sarah Bloom,Loretta Dooley,1
11,Agente Carter,2015,Leonard Roberts,Happy Sam Sawyer,1
11,Agente Carter,2015,Toby Jones,Dr. Arnim Zola,1
11,Agente Carter,2015,Stan Lee,Man on Bench,1
11,Agente Carter,2015,Richard Short,Pinky Pinkerton,1
11,Agente Carter,2015,Laura Coover,Molly Bowden,1
11,Agente Carter,2015,Costa Ronin,Anton Vanko,1
11,Agente Carter,2015,Olivia Welch,Teen Agnes Cully,1
11,Agente Carter,2015,Gabriella Graves,Young Peggy Carter,1
11,Agente Carter,2015,Webb Hayes,Young Michael Carter,1
11,Agente Carter,2015,Ivy George,Young Agnes Cully,1
11,Agente Carter,2015,Chris Evans,Captain America,1
12,Demolidor,2015,Charlie Cox,Matt Murdock,26
12,Demolidor,2015,Deborah Ann Woll,Karen Page,26
12,Demolidor,2015,Elden Henson,Foggy Nelson,26
12,Demolidor,2015,Vincent D'Onofrio,Wilson Fisk,14
12,Demolidor,2015,Royce Johnson,Sgt. Brett Mahoney,14
12,Demolidor,2015,Jon Bernthal,Frank Castle,12
12,Demolidor,2015,Elodie Yung,Elektra Natchios,10
12,Demolidor,2015,Geoffrey Cantor,Mitchell Ellison,10
12,Demolidor,2015,Toby Leonard Moore,James Wesley,10
12,Demolidor,2015,Vondie Curtis-Hall,Ben Urich,9
12,Demolidor,2015,Bob Gunton,Leland Owlsley,9
12,Demolidor,2015,Ayelet Zurer,Vanessa Marianna,9
12,Demolidor,2015,Peter Shinkoda,Nobu,9
12,Demolidor,2015,Rosario Dawson,Claire Temple,8
12,Demolidor,2015,Stephen Rider,Blake Tower,7
12,Demolidor,2015,Rob Morgan,Turk Barrett,7
12,Demolidor,2015,Michelle Hurd,Samantha Reyes,6
12,Demolidor,2015,Peter McRobbie,Father Lantom,6
12,Demolidor,2015,Matt Gerald,Melvin Potter,6
12,Demolidor,2015,Wai Ching Ho,Madame Gao,6
12,Demolidor,2015,Amy Rutberg,Marci Stahl,6
12,Demolidor,2015,Scott Glenn,Stick,5
12,Demolidor,2015,Ron Nakahara,Hirochi,5
12,Demolidor,2015,Daryl Edwards,Detective Hoffman,5
12,Demolidor,2015,Nikolai Nikolaeff,Vladimir Ranskahov,4
12,Demolidor,2015,Judith Delgado,Elena Cardenas,4
12,Demolidor,2015,Adriane Lenox,Doris Urich,4
12,Demolidor,2015,Skylar Gaertner,Young Matt,3
12,Demolidor,2015,McCaleb Burnett,Grotto,3
12,Demolidor,2015,John Patrick Hayden,Jack Murdock,2
12,Demolidor,2015,Clancy Brown,Colonel Ray Schoonover,2
12,Demolidor,2015,Phyllis Somerville,Mrs. Vistain,2
12,Demolidor,2015,Danny Johnson,Benjamin Donovan,2
12,Demolidor,2015,Kevin Nagle,Roscoe Sweeney,2
12,Demolidor,2015,Gideon Emery,Anatoly Ranskahov,2
12,Demolidor,2015,Carrie-Anne Moss,Jeri Hogarth,1
12,Demolidor,2015,Angela Reed,Marlene Fisk,1
12,Demolidor,2015,Clyde Baldo,Clint,1
12,Demolidor,2015,Lily Chee,Young Elektra,1
12,Demolidor,2015,Jasson Finney,Stone,1
12,Demolidor,2015,Cole Jensen,Young Wilson Fisk,1
12,Demolidor,2015,Gilles Marini,Jacques Duchamps,1
12,Demolidor,2015,Alexander Blaise,Marcel,1
12,Demolidor,2015,David Sobolov,Stone,1
13,Vingadores: Era de Ultron,2015,Robert Downey Jr.,Tony Stark,10
13,Vingadores: Era de Ultron,2015,Chris Hemsworth,Thor,10
13,Vingadores: Era de Ultron,2015,Mark Ruffalo,Bruce Banner,10
13,Vingadores: Era de Ultron,2015,Chris Evans,Steve Rogers,10
13,Vingadores: Era de Ultron,2015,Scarlett Johansson,Natasha Romanoff,10
13,Vingadores: Era de Ultron,2015,Jeremy Renner,Clint Barton,10
13,Vingadores: Era de Ultron,2015,James Spader,Ultron,10
13,Vingadores: Era de Ultron,2015,Samuel L. Jackson,Nick Fury,10
13,Vingadores: Era de Ultron,2015,Don Cheadle,James Rhodes,10
13,Vingadores: Era de Ultron,2015,Aaron Taylor-Johnson,Pietro Maximoff,10
13,Vingadores: Era de Ultron,2015,Elizabeth Olsen,Wanda Maximoff,10
13,Vingadores: Era de Ultron,2015,Paul Bettany,Jarvis,10
13,Vingadores: Era de Ultron,2015,Cobie Smulders,Maria Hill,10
13,Vingadores: Era de Ultron,2015,Anthony Mackie,Sam Wilson,10
13,Vingadores: Era de Ultron,2015,Hayley Atwell,Peggy Carter,10
13,Vingadores: Era de Ultron,2015,Idris Elba,Heimdall,10
13,Vingadores: Era de Ultron,2015,Linda Cardellini,Laura Barton,10
13,Vingadores: Era de Ultron,2015,Stellan Skarsgård,Erik Selvig,10
13,Vingadores: Era de Ultron,2015,Claudia Kim,Dr. Helen Cho,10
13,Vingadores: Era de Ultron,2015,Thomas Kretschmann,Strucker,10
13,Vingadores: Era de Ultron,2015,Andy Serkis,Ulysses Klaue,10
13,Vingadores: Era de Ultron,2015,Stan Lee,Stan Lee,10
13,Vingadores: Era de Ultron,2015,Henry Goodman,Dr. List,10
13,Vingadores: Era de Ultron,2015,Chris Luca,Fortress Soldier,10
13,Vingadores: Era de Ultron,2015,Dominique Provost-Chalkley,Zrinka,10
13,Vingadores: Era de Ultron,2015,Constanza Ruff,Sokovian Woman,10
13,Vingadores: Era de Ultron,2015,Kerry Condon,F.R.I.D.A.Y.,10
13,Vingadores: Era de Ultron,2015,Pavlina Andreevska,Sokovian,10
13,Vingadores: Era de Ultron,2015,Laura Bernardeschi,Sokovian Citizen,10
13,Vingadores: Era de Ultron,2015,Dilyana Bouklieva,Sokovian Citizen,10
13,Vingadores: Era de Ultron,2015,Josh Brolin,Thanos,10
13,Vingadores: Era de Ultron,2015,Lukas DiSparrow,Sok,10
13,Vingadores: Era de Ultron,2015,Lou Ferrigno,Hulk,10
13,Vingadores: Era de Ultron,2015,Mark Haldor,Asgardian,10
13,Vingadores: Era de Ultron,2015,Sam Hanover,Sokovian Citizen,10
13,Vingadores: Era de Ultron,2015,Kornelia Horvath,Sokovian,10
13,Vingadores: Era de Ultron,2015,Mariola Jaworska,Sokovian,10
13,Vingadores: Era de Ultron,2015,Marcus G. Johnson,Shield Agent,10
13,Vingadores: Era de Ultron,2015,Attila G. Kerekes,Sokovian Citizen,10
13,Vingadores: Era de Ultron,2015,Adrian Klein,Sokovian Policeman,10
13,Vingadores: Era de Ultron,2015,Edina Loskay,Sokovian,10
13,Vingadores: Era de Ultron,2015,Eric Morcos,The Agent,10
13,Vingadores: Era de Ultron,2015,Judit Novotnik,Sokovian,10
13,Vingadores: Era de Ultron,2015,Andrea-Nichole Olivas,S.H.I.E.L.D agent,10
13,Vingadores: Era de Ultron,2015,Bari Suzuki,Shield Agent,10
13,Vingadores: Era de Ultron,2015,Tatiana Zarubova,Sokovian,10
14,Homem-Formiga,2015,Paul Rudd,Scott Lang,10
14,Homem-Formiga,2015,Michael Douglas,Dr. Hank Pym,10
14,Homem-Formiga,2015,Evangeline Lilly,Hope van Dyne,10
14,Homem-Formiga,2015,Corey Stoll,Darren Cross,10
14,Homem-Formiga,2015,Bobby Cannavale,Paxton,10
14,Homem-Formiga,2015,Anthony Mackie,Sam Wilson,10
14,Homem-Formiga,2015,Judy Greer,Maggie Lang,10
14,Homem-Formiga,2015,Abby Ryder Fortson,Cassie Lang,10
14,Homem-Formiga,2015,Michael Peña,Luis,10
14,Homem-Formiga,2015,David Dastmalchian,Kurt,10
14,Homem-Formiga,2015,T.I.,Dave,10
14,Homem-Formiga,2015,Hayley Atwell,Peggy Carter,10
14,Homem-Formiga,2015,John Slattery,Howard Stark,10
14,Homem-Formiga,2015,Martin Donovan,Mitchell Carson,10
14,Homem-Formiga,2015,Dax Griffin,Young Pym,10
14,Homem-Formiga,2015,Hayley Lovitt,Janet Van Dyne,10
14,Homem-Formiga,2015,Lyndsi LaRose,Emily,10
14,Homem-Formiga,2015,John Crosby,Detective,10
14,Homem-Formiga,2015,Vincent Cucuzza,Detective,10
14,Homem-Formiga,2015,Chris Evans,Steve Rogers,10
14,Homem-Formiga,2015,Gregory Fears,Detective,10
14,Homem-Formiga,2015,Marie Joelyn,Scientist,10
14,Homem-Formiga,2015,Chris Pak,Scientist,10
14,Homem-Formiga,2015,Sebastian Stan,Bucky Barnes,10
15,Jessica Jones,2015,Krysten Ritter,Jessica Jones,26
15,Jessica Jones,2015,Rachael Taylor,Trish Walker,12
15,Jessica Jones,2015,Eka Darville,Malcolm Ducasse,12
15,Jessica Jones,2015,David Tennant,Kilgrave,11
15,Jessica Jones,2015,Carrie-Anne Moss,Jeri Hogarth,10
15,Jessica Jones,2015,Wil Traval,Will Simpson,8
15,Jessica Jones,2015,Susie Abromeit,Pam,8
15,Jessica Jones,2015,Mike Colter,Luke Cage,7
15,Jessica Jones,2015,Erin Moriarty,Hope Shlottman,7
15,Jessica Jones,2015,Robin Weigert,Wendy Ross-Hogarth,7
15,Jessica Jones,2015,Michael Siberry,Albert Thompson,5
15,Jessica Jones,2015,Colby Minifie,Robyn,5
15,Jessica Jones,2015,Kieran Mulcare,Ruben,4
15,Jessica Jones,2015,Clarke Peters,Det. Oscar Clemons,4
15,Jessica Jones,2015,Nichole Yannetty,Nicole,4
15,Jessica Jones,2015,Lisa Emery,Louise Thompson,4
15,Jessica Jones,2015,Rebecca De Mornay,Dorothy Walker,3
15,Jessica Jones,2015,Elizabeth Cappuccino,Young Jessica,3
15,Jessica Jones,2015,James Freedson-Jackson,Young Kilgrave,2
15,Jessica Jones,2015,Catherine Blades,Young Trish,2
15,Jessica Jones,2015,Rosario Dawson,Claire Temple,1
15,Jessica Jones,2015,Michelle Hurd,D.A. Samantha Reyes,1
15,Jessica Jones,2015,Ian Blackman,Bob Shlottman,1
15,Jessica Jones,2015,Deborah Hedwall,Barbara Shlottman,1
15,Jessica Jones,2015,Royce Johnson,Sgt. Brett Mahoney,1
16,Capitão América: Guerra Civil,2016,Chris Evans,Steve Rogers,10
16,Capitão América: Guerra Civil,2016,Robert Downey Jr.,Tony Stark,10
16,Capitão América: Guerra Civil,2016,Scarlett Johansson,Natasha Romanoff,10
16,Capitão América: Guerra Civil,2016,Sebastian Stan,Bucky Barnes,10
16,Capitão América: Guerra Civil,2016,Anthony Mackie,Sam Wilson,10
16,Capitão América: Guerra Civil,2016,Don Cheadle,Lieutenant James Rhodes,10
16,Capitão América: Guerra Civil,2016,Jeremy Renner,Clint Barton,10
16,Capitão América: Guerra Civil,2016,Chadwick Boseman,T'Challa,10
16,Capitão América: Guerra Civil,2016,Paul Bettany,Vision,10
16,Capitão América: Guerra Civil,2016,Elizabeth Olsen,Wanda Maximoff,10
16,Capitão América: Guerra Civil,2016,Paul Rudd,Scott Lang,10
16,Capitão América: Guerra Civil,2016,Emily VanCamp,Sharon Carter,10
16,Capitão América: Guerra Civil,2016,Tom Holland,Peter Parker,10
16,Capitão América: Guerra Civil,2016,Daniel Brühl,Zemo,10
16,Capitão América: Guerra Civil,2016,Frank Grillo,Brock Rumlow,10
16,Capitão América: Guerra Civil,2016,William Hurt,Secretary of State Thaddeus Ross,10
16,Capitão América: Guerra Civil,2016,Martin Freeman,Everett K. Ross,10
16,Capitão América: Guerra Civil,2016,Marisa Tomei,May Parker,10
16,Capitão América: Guerra Civil,2016,John Kani,King T'Chaka,10
16,Capitão América: Guerra Civil,2016,John Slattery,Howard Stark,10
16,Capitão América: Guerra Civil,2016,Alfre Woodard,Miriam,10
16,Capitão América: Guerra Civil,2016,Stan Lee,FedEx Driver,10
16,Capitão América: Guerra Civil,2016,Kerry Condon,Friday,10
16,Capitão América: Guerra Civil,2016,Jonathan Buckhouse,MIT Grad Student,10
16,Capitão América: Guerra Civil,2016,Tyler Carden,MIT Grad Student,10
16,Capitão América: Guerra Civil,2016,Candiss Nicole Gandy,MIT Grad Student,10
16,Capitão América: Guerra Civil,2016,Martavious Gayles,MIT Grad Student,10
16,Capitão América: Guerra Civil,2016,Devan Gerlach,MIT Graduate Student,10
16,Capitão América: Guerra Civil,2016,Kimberly Hester Huffstetler,MIT Graduate Student,10
16,Capitão América: Guerra Civil,2016,Inder Kumar,Businessman,10
16,Capitão América: Guerra Civil,2016,Heidi Moneymaker,Super Soldier 3,10
16,Capitão América: Guerra Civil,2016,Duane Moseley,Tech,10
16,Capitão América: Guerra Civil,2016,Stacee Myers,MIT Graduate Student,10
16,Capitão América: Guerra Civil,2016,Jamie Soricelli,MIT Grad Student,10
16,Capitão América: Guerra Civil,2016,Sarai Tinck,MIT Graduate Student,10
16,Capitão América: Guerra Civil,2016,Kim Yannayon,MIT Graduate Student,10
17,Doutor Estranho,2016,Benedict Cumberbatch,Dr. Stephen Strange,10
17,Doutor Estranho,2016,Tilda Swinton,The Ancient One,10
17,Doutor Estranho,2016,Chiwetel Ejiofor,Baron Mordo,10
17,Doutor Estranho,2016,Michael Stuhlbarg,Nicodemus West,10
17,Doutor Estranho,2016,Benedict Wong,Wong,10
